CIK,Simulation,Year,Revenue,EBITDA,CapEx,Free Cash Flow,Net Income
0000002969,116,2025,17628462710.358765,3263644044.797927,6472723800.254268,-3209079755.456341,2447733033.598445
0000002969,117,2024,11020577255.723495,2040293695.5893803,4046476080.625331,-2006182385.0359507,1530220271.6920352
0000002969,117,2025,12316431992.874554,2280201659.5062275,4522281029.5107,-2242079370.0044727,1710151244.6296706
0000002969,118,2024,16342885594.702583,3025638827.5208497,6000692532.962858,-2975053705.4420085,2269229120.6406374
0000002969,118,2025,19324228465.437588,3577589503.2798615,7095365918.452415,-3517776415.172554,2683192127.459896
0000002969,119,2024,14635350416.173136,2709514437.7624655,5373728981.379633,-2664214543.6171675,2032135828.321849
0000002969,119,2025,15760154797.91738,2917755007.706497,5786728583.895631,-2868973576.1891336,2188316255.779873
0000002969,120,2024,14439087954.61299,2673179402.517914,5301666389.938216,-2628486987.4203024,2004884551.8884354
0000002969,120,2025,14253453257.16798,2638811937.5393443,5233506043.568407,-2594694106.0290627,1979108953.154508
0000002969,121,2024,11040352755.062326,2043954831.0899909,4053737141.747646,-2009782310.657655,1532966123.3174932
0000002969,121,2025,14566447388.663982,2696758081.2330527,5348429539.596432,-2651671458.363379,2022568560.9247894
0000002969,122,2024,14987459115.74792,2774702053.9131083,5503014353.42033,-2728312299.5072217,2081026540.4348311
0000002969,122,2025,11855741244.776983,2194911714.4199414,4353127086.891764,-2158215372.4718223,1646183785.8149562
0000002969,123,2024,13483609695.809666,2496287010.905968,4950839039.420145,-2454552028.514177,1872215258.1794763
0000002969,123,2025,16202586510.913603,2999664567.7784247,5949178272.546879,-2949513704.768454,2249748425.8338184
0000002969,124,2024,11884414403.40116,2200220117.366181,4363655142.531358,-2163435025.165177,1650165088.0246358
0000002969,124,2025,12293174591.173264,2275895902.2880845,4513741502.270157,-2237845599.9820724,1706921926.7160635
0000002969,125,2024,14597082396.171812,2702429690.916665,5359677936.321369,-2657248245.404704,2026822268.1874988
0000002969,125,2025,15396840922.431055,2850492922.202771,5653328955.836113,-2802836033.633342,2137869691.6520784
0000002969,126,2024,14726088078.242859,2726313147.628342,5407045546.443075,-2680732398.814733,2044734860.7212567
0000002969,126,2025,20985811973.751633,3885206634.219875,7705457183.759089,-3820250549.5392146,2913904975.664906
0000002969,127,2024,13338595406.97042,2469439802.050785,4897593475.460948,-2428153673.410163,1852079851.5380888
0000002969,127,2025,12103139960.861265,2240713856.087386,4443965612.295917,-2203251756.2085304,1680535392.0655396
0000002969,128,2024,15348447591.21673,2841533626.6691475,5635560153.651196,-2794026526.982048,2131150220.0018606
0000002969,128,2025,19164460157.26272,3548010810.225931,7036703053.29843,-3488692243.0724993,2661008107.6694484
0000002969,129,2024,12997229156.075737,2406240988.2839575,4772252457.751491,-2366011469.467533,1804680741.212968
0000002969,129,2025,12086826803.31067,2237693720.958952,4437975835.145752,-2200282114.1868,1678270290.719214
0000002969,130,2024,12739894020.78918,2358599268.4361043,4677765531.569766,-2319166263.1336617,1768949451.3270783
